
Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..lbox.py:231 MailboxHandle.__init__  3      0.000020  0.000020  0.000007
..r.py:453 Adam._optimizer_step_code  6      0.000018  0.000018  0.000003
.._builder.py:26 FastTreeObs.set_env  4      0.000018  0.000018  0.000005
../lib/python3.9/enum.py:670 __new__  4      0.000018  0.000018  0.000004
..ilbox.py:332 MailboxHandle.address  6      0.000017  0.000017  0.000003
...py:222 DisableOnWriteError.__eq__  2      0.000011  0.000017  0.000009
..ackages/tqdm/std.py:167 Bar.colour  5      0.000017  0.000017  0.000003
../typing.py:574 ForwardRef.__hash__  2      0.000012  0.000017  0.000008
..39 DisableOnWriteError.__getattr__  2      0.000011  0.000017  0.000008
..ges/tqdm/std.py:1157 tqdm.__hash__  2      0.000011  0.000016  0.000008
..ls.py:112 FormatReplace.__format__  5      0.000016  0.000016  0.000003
..nd/envs/rail_env.py:241 <listcomp>  4      0.000016  0.000016  0.000004
..isableOnWriteError.wrapper_setattr  3      0.000015  0.000015  0.000005
.._env_action.py:7 _is_moving_action  3      0.000015  0.000015  0.000005
..ackages/tqdm/std.py:163 Bar.colour  5      0.000015  0.000015  0.000003
..set.py:17 _IterationGuard.__init__  2      0.000014  0.000014  0.000007
..packages/tqdm/utils.py:252 _is_utf  1      0.000010  0.000014  0.000014
../rail_generators.py:595 <listcomp>  4      0.000014  0.000014  0.000003
../rail_generators.py:655 <listcomp>  4      0.000013  0.000013  0.000003
..urceFileLoader._check_name_wrapper  1      0.000010  0.000013  0.000013
..omnumeric.py:3340 _mean_dispatcher  4      0.000013  0.000013  0.000003
...py:445 InterfaceSock._get_mailbox  3      0.000012  0.000012  0.000004
..py:124 RailEnvTransitions.get_type  4      0.000012  0.000012  0.000003
..y:89 DistutilsMetaFinder.find_spec  1      0.000008  0.000012  0.000012
..py:46 TorchBindOpOverload.__init__  1      0.000012  0.000012  0.000012
../threading.py:1162 TMonitor.daemon  1      0.000009  0.000012  0.000012
...py:233 ImportHookFinder.find_spec  1      0.000009  0.000012  0.000012
..omnumeric.py:2698 _amax_dispatcher  4      0.000012  0.000012  0.000003
..b/python3.9/weakref.py:348 __new__  1      0.000008  0.000012  0.000012
..ages/tqdm/std.py:1147 tqdm.__del__  1      0.000008  0.000011  0.000011
..kages/tqdm/std.py:226 EMA.__init__  3      0.000011  0.000011  0.000004
..extlib.py:63 errstate._recreate_cm  4      0.000010  0.000010  0.000003
..core/multiarray.py:152 concatenate  4      0.000010  0.000010  0.000003
..y:276 _enable_get_lr_call.__init__  3      0.000010  0.000010  0.000003
..ocessing/synchronize.py:46 SemLock  1      0.000010  0.000010  0.000010
..db_run.py:295 _process_stop_status  1      0.000010  0.000010  0.000010
..9/threading.py:1358 current_thread  1      0.000007  0.000009  0.000009
..tim/lr_scheduler.py:254 <listcomp>  3      0.000009  0.000009  0.000003
..:279 _enable_get_lr_call.__enter__  3      0.000009  0.000009  0.000003
..y:283 _enable_get_lr_call.__exit__  3      0.000009  0.000009  0.000003
..ib/python3.9/inspect.py:73 isclass  1      0.000006  0.000008  0.000008
..b/tracelog.py:209 log_message_recv  3      0.000008  0.000008  0.000003
..59 _warn_get_lr_called_within_step  3      0.000008  0.000008  0.000003
..py:186 IncrementalEncoder.__init__  1      0.000007  0.000007  0.000007
..ssing/synchronize.py:210 Condition  1      0.000006  0.000006  0.000006
..ib/python3.9/functools.py:65 wraps  1      0.000006  0.000006  0.000006
..ython3.9/threading.py:757 _newname  1      0.000006  0.000006  0.000006
..chronize.py:90 RLock._make_methods  1      0.000006  0.000006  0.000006
..bootstrap>:351 ModuleSpec.__init__  1      0.000006  0.000006  0.000006
..9/weakref.py:353 KeyedRef.__init__  1      0.000006  0.000006  0.000006
..rocessing/synchronize.py:321 Event  1      0.000005  0.000005  0.000005
..ng.py:1229 _make_invoke_excepthook  1      0.000005  0.000005  0.000005
..xternal>:1346 _path_importer_cache  1      0.000005  0.000005  0.000005
..portlib._bootstrap>:35 _new_module  1      0.000005  0.000005  0.000005
...py:233 DefaultContext.get_context  1      0.000005  0.000005  0.000005
..reading.py:1147 _MainThread.daemon  1      0.000005  0.000005  0.000005
..9/multiprocessing/util.py:48 debug  1      0.000004  0.000004  0.000004
..p>:152 _ModuleLockManager.__init__  1      0.000004  0.000004  0.000004
..yping.py:337 _SpecialForm.__repr__  1      0.000004  0.000004  0.000004
..ssing/synchronize.py:123 Semaphore  1      0.000004  0.000004  0.000004
../_dynamo/eval_frame.py:264 nothing  1      0.000004  0.000004  0.000004
..al>:1006 SourceFileLoader.__init__  1      0.000003  0.000003  0.000003
..packages/tqdm/std.py:1301 <lambda>  1      0.000003  0.000003  0.000003
..packages/tqdm/std.py:98 <listcomp>  1      0.000003  0.000003  0.000003
..utils.py:282 _screen_shape_wrapper  1      0.000003  0.000003  0.000003
..y:197 ForkContext.get_start_method  1      0.000003  0.000003  0.000003
..rocessing/synchronize.py:184 RLock  1      0.000003  0.000003  0.000003
..ynchronize.py:142 BoundedSemaphore  1      0.000003  0.000003  0.000003
..processing/synchronize.py:159 Lock  1      0.000003  0.000003  0.000003
..1031 SourceFileLoader.get_filename  1      0.000003  0.000003  0.000003
..strap>:406 ModuleSpec.has_location  1      0.000003  0.000003  0.000003
..sing/process.py:37 current_process  1      0.000003  0.000003  0.000003
..841 SourceFileLoader.create_module  1      0.000003  0.000003  0.000003
..mportlib._bootstrap>:736 find_spec  1      0.000003  0.000003  0.000003
..bootstrap_external>:68 _relax_case  1      0.000003  0.000003  0.000003
..s/tqdm/_monitor.py:53 TMonitor.run  1      0.000000  0.000000  0.000000
